노선명,size,min,max,mean
구로15,67,0.0,2.2679392220758694,1.1955472671934149
금천01,294,0.0,4.808187081407995,1.7802472740086461
금천02,171,0.0,4.11685409729172,1.5748884494655477
금천03,234,0.0,2.630785948863047,1.1211674487899517
금천04,82,0.0,3.036723911453383,1.374842458975042
금천05,122,0.0,4.039253719589228,1.6700290550110712
금천06,332,0.0,4.427796718584527,1.5913973159076793
금천07,282,0.0,4.508754766487153,2.0445330807408366
금천08,411,0.0,3.430855708882036,1.4482724301181165
금천11,172,0.0,3.878338599693037,1.6021318647624951
노원01,54,0.0,1.0755969494118744,0.6055995884105853
노원02,376,0.0,4.40954500533384,1.7208908888536973
노원03,103,0.0,2.7453384190919112,1.439925300756213
노원05,190,0.0,3.037147037862793,1.5106253819535556
노원08,179,0.0,2.2656723241534493,1.2388337669908611
노원09,144,0.0,4.0096766130386845,1.6262969369464166
노원11,186,0.0,3.1215238857077625,1.3953633538060328
노원13,89,0.0,3.03769136162172,1.498555620687718
노원14,827,0.0,5.201175041865438,1.850117273357679
노원15,1060,0.0,8.154735396247714,2.9660804572306874
도봉01,280,0.0,4.91339200649852,2.1862910124520867
도봉02,228,0.0,3.837581843396159,1.466137417164154
도봉03,113,0.0,2.138277523783297,0.9442067585015659
도봉04,83,0.0,1.881631546849415,0.9589064249670092
도봉05,287,0.0,3.7078425983790573,1.6279680205350977
도봉06,179,0.0,2.2582699224023055,1.1711453215258414
도봉07,267,0.0,3.139962226069066,1.4002827415110322
도봉08,228,0.0,3.6658715449321084,1.6159464748069698
도봉09,382,0.0,4.738096872187207,1.849654559796778
동대문01,12,0.0,0.9221203993461908,0.4457789292713992
동대문02,48,0.0,1.331709964288684,0.6542826655250756
동대문03,111,0.0,2.462798538252416,1.1187283966589374
동대문05,320,0.0,3.2316819074817027,1.2616590898618898
동작01,475,0.0,4.649500870278003,1.5860626028631746
동작02,271,0.0,2.7472469517026052,1.3903836017204916
동작03,239,0.0,3.969947517601808,1.5821546380408593
동작05,275,0.0,4.163814000194784,1.4755128619640656
동작05-1,259,0.0,4.298184551644922,1.4239055315334403
동작06,111,0.0,3.304726506580643,1.2682404253256834
동작07,87,0.0,1.768226759336827,0.9419167131593831
동작08,300,0.0,3.27673883058292,1.4367993400626289
동작09,47,0.0,1.6843709057791951,0.7455389236161769
동작10,76,0.0,2.200339512794866,0.9220822544012243
동작11,355,0.0,2.8236945149268062,1.4193340618031671
동작12,165,0.0,2.5736622315381297,1.0797312462278106
동작13,506,0.0,4.521352421917869,1.5086935101901282
동작14,79,0.11661080365987361,3.0039903609206378,1.6136064340928222
동작15,123,0.0,2.442442862002154,1.1334812311524174
동작16,83,0.0,2.5590966642952244,1.1096911237739846
동작17,107,0.0,1.3761989229809162,0.7450339440577006
동작18,67,0.0,2.125758580167048,1.0327499412632053
동작19,183,0.0,2.693874668994011,1.0923634457216134
동작21,101,0.0,2.5213326999577,1.0152279106446653
마포01,213,0.0,1.6665197819148765,0.8268808046076093
마포02,115,0.0,1.1324762530090942,0.7037308777118814
마포03,111,0.0,1.3434314696925402,0.7398383806471547
마포05,30,0.0,0.9316504083371568,0.5575072128095356
마포06,297,0.0,2.5553095584939727,1.2331412004083677
마포07,177,0.0,3.359519331817629,1.624748133500588
마포08,596,0.0,8.15744225916447,2.520289180669895
마포09,497,0.0,4.941056649974042,1.9736764211598767
마포10,242,0.0,2.5726048523226885,1.1221255154689675
마포11,168,0.0,2.2571996857573082,1.1600116672281124
마포12,169,0.0,2.238514569310326,1.0940090503847455
마포13,47,0.0,1.2797024405917339,0.6642388391039912
마포14,51,0.0,1.1623678671975983,0.6486939187674678
마포15,309,0.0,6.607168160303625,2.3289023943340337
마포16,347,0.0,3.488802140741263,1.6799046459631202
마포17,106,0.0,1.2618555594931415,0.647043802761319
마포18,48,0.22340435385184573,2.6762943611366925,1.4734808246491224
마포18-1,17,0.22340435385184573,2.6762943611366925,1.4174280507925394
서대문01,127,0.0,2.0521186084059377,0.9992396841096364
서대문02대,318,0.0,2.02135487186839,0.8707599958739437
서대문02소,84,0.0,1.2101274115616094,0.6409294859000553
서대문03,294,0.0,3.396911994723808,1.5880238901253028
서대문04,154,0.0,2.9034020317257294,1.5307674538847487
서대문05,229,0.0,2.655764137057079,1.3803096362625953
서대문06,240,0.0,3.103776976288264,1.467160700605479
서대문07,93,0.0,1.533358637473735,0.8333168208084643
서대문08,85,0.0,2.23894876186319,1.1264313900578484
서대문09대,88,0.0,1.3979757214817388,0.8273872099110712
서대문09소,78,0.0,1.3979757214817388,0.8291570290806464
서대문10,113,0.0,2.366923399831096,1.2224174423823786
서대문11,305,0.0,4.947061637479915,1.7860507667024128
